,video_ID,has_title,has_description,has_tags,readability,sentence_count,word_count,word_unique,transition_words,summary_words,active_verb,video_duration,transcript_sentence_count,transcription_confidence_avg,transcript_wordcount,transcript_unique_wordcount,transcription_active_wordcount,transcription_summary_wordcount,transcription_transition_wordcount,unique_obj_count,scene_count,MED_pred,UND_pred
0,ZtVoHOayVmg,1,1,1,6.083846154,2,26,24,1,0,3,218,14.0,0.888718466,125.0,76.0,22.0,0.0,4.0,56.0,41.0,1,0
1,UGOoeqSo_ws,1,1,1,22.71418283,10,361,174,9,0,46,317,13.0,0.943194878,118.0,70.0,25.0,0.0,6.0,43.0,12.0,0,0
2,Ab9OZsDECZw,1,1,1,27.61285714,5,154,100,2,0,15,272,13.0,0.843059316,160.0,99.0,18.0,0.0,3.0,48.0,25.0,0,1
3,qWti317qb_w,1,1,1,9.007857143,3,42,34,2,0,4,169,2.0,0.946466775,3.0,3.0,0.0,0.0,0.0,45.0,25.0,1,1
4,8efeQ8H5cRg,1,1,0,25.00285714,2,70,61,3,0,9,126,19.0,0.971678734,418.0,174.0,59.0,0.0,23.0,10.0,2.0,1,1
5,V04zDVXMbuw,1,1,1,19.49316667,6,200,118,4,0,22,296,33.0,0.9602709,596.0,275.0,74.0,0.0,26.0,26.0,3.0,1,1
6,kdu5QaRINIY,1,1,1,9.029080882,17,272,144,5,0,41,124,3.0,0.963834708,32.0,27.0,7.0,0.0,2.0,18.0,5.0,1,1
7,PDB5K5q7II4,1,1,1,29.98148515,2,101,65,2,0,10,61,51.0,0.92960931,816.0,253.0,170.0,0.0,52.0,83.0,73.0,0,0
8,6EwqFalqfGE,1,1,1,25.7073494,2,83,61,3,0,9,199,46.0,0.953419702,930.0,277.0,115.0,1.0,52.0,5.0,2.0,1,1
9,XOxQyO-Sw-g,1,1,1,12.67499396,9,184,122,7,0,23,117,11.0,0.65199267,45.0,33.0,2.0,0.0,1.0,2.0,1.0,1,1
10,Q6OtzmR3eXo,1,1,1,0.0,0,0,0,0,0,0,97,37.0,0.927582017,347.0,142.0,47.0,0.0,19.0,5.0,8.0,0,1
11,beuN_Wl2Aqk,1,0,0,0.0,0,0,0,0,0,0,127,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,15.0,1.0,0,1
12,zo_0Bzsh4WA,1,1,1,13.70162891,9,206,129,8,0,24,106,60.0,0.9157408831152817,795.0,294.0,112.0,1.0,40.0,19.0,4.0,1,1
13,iEwqy3lzK0c,1,1,1,9.934,2,30,26,1,0,3,62,6.0,0.970319122,82.0,55.0,10.0,0.0,3.0,34.0,5.0,1,1
14,X3BCFOlk1oQ,1,1,1,15.81203828,23,452,227,7,0,47,186,20.0,0.814958692,274.0,167.0,32.0,0.0,14.0,9.0,2.0,1,1
15,jRQNAa-tqr8,1,1,1,9.6784375,6,96,75,2,0,11,102,34.0,0.966407382,658.0,293.0,77.0,0.0,40.0,32.0,8.0,1,1
16,4YNdp3pRjig,1,1,0,18.40655172,1,29,24,2,0,5,115,13.0,0.943404764,173.0,92.0,30.0,0.0,10.0,4.0,1.0,1,1
17,9CNmca7YfJE,1,1,0,18.46661017,2,59,49,2,0,5,115,29.0,0.922240609,317.0,120.0,68.0,0.0,29.0,23.0,2.0,1,1
18,Gmic13mvsgo,1,1,1,9.287350333,11,164,100,10,0,24,249,38.0,0.946854353,699.0,231.0,126.0,0.0,39.0,44.0,9.0,1,1
19,xfZhb6lmxjk,1,1,1,26.14480519,5,154,102,7,0,13,282,57.0,0.9157408831152817,728.0,286.0,55.0,0.0,35.0,98.0,11.0,1,1
20,qFdLDE_Hl1k,1,1,1,3.558461538,2,13,13,1,0,1,170,7.0,0.9157408831152817,41.0,34.0,8.0,0.0,0.0,10.0,6.0,1,1
21,6buIk5Qggt0,1,1,0,8.678,4,60,49,3,0,5,120,14.0,0.9157408831152817,197.0,121.0,27.0,0.0,15.0,36.0,11.0,1,0
22,Z4kqAWuadxY,1,1,1,9.391818182,5,77,56,3,0,10,191,47.0,0.9157408831152817,564.0,237.0,109.0,0.0,26.0,26.0,14.0,1,1
23,VP_I6YJPIj8,1,1,1,67.43761905,1,126,92,3,0,11,251,37.0,0.9157408831152817,756.0,291.0,109.0,0.0,44.0,41.0,20.0,1,1
24,_Wjw7lHTSws,1,1,1,17.73656028,6,188,104,8,0,24,104,6.0,0.954004019,90.0,55.0,8.0,0.0,9.0,9.0,10.0,1,1
25,NFI4UcpNxJw,1,1,1,49.48371935,4,367,266,7,0,26,256,24.0,0.9157408831152817,235.0,130.0,32.0,1.0,12.0,22.0,3.0,1,1
26,Dg3_yWLOJ7o,1,1,1,10.35429885,41,878,382,10,0,174,265,20.0,0.9157408831152817,182.0,89.0,29.0,0.0,11.0,25.0,6.0,1,1
27,XRU1drYgzgs,1,1,1,40.7504,5,375,273,4,0,30,145,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,61.0,47.0,1,1
28,LOa-uXkn4Ds,1,1,1,40.2055,1,60,27,3,0,14,119,8.0,0.976505816,104.0,70.0,19.0,0.0,5.0,45.0,25.0,1,1
29,dVXWdyi3yhM,1,1,1,5.353520909,13,149,86,3,0,19,136,25.0,0.9157408831152817,306.0,135.0,40.0,0.0,11.0,9.0,1.0,1,0
30,fHOkfI5ThaI,1,1,1,5.382631579,2,19,19,2,0,4,224,8.0,0.936458915,107.0,75.0,18.0,0.0,2.0,35.0,10.0,1,1
31,nxfRgLdxy4Y,1,1,1,24.96005089,6,262,175,6,0,29,297,12.0,0.972300828,108.0,73.0,26.0,0.0,7.0,54.0,47.0,1,1
32,d1rcZaqBUx8,1,1,1,18.23399425,8,261,178,6,0,29,205,18.0,0.953869641,259.0,122.0,39.0,0.0,18.0,23.0,11.0,0,1
33,XfyGv-xwjlI,1,1,1,13.34465116,24,516,258,12,0,64,226,3.0,0.953224017,37.0,30.0,3.0,0.0,1.0,22.0,5.0,1,1
34,eGGXIWFqxhY,1,1,1,17.95733333,3,90,78,5,0,13,79,10.0,0.758646488,57.0,44.0,4.0,0.0,0.0,17.0,19.0,1,1
35,A0qCnOsLUds,1,1,1,18.67277778,2,54,49,3,0,7,207,23.0,0.963318249,422.0,168.0,54.0,0.0,41.0,11.0,5.0,0,1
36,JAjZv41iUJU,1,1,1,12.33733333,3,50,41,2,0,4,226,24.0,0.949575424,424.0,196.0,62.0,0.0,23.0,9.0,2.0,0,1
37,QsSZNetJIuA,1,1,1,15.13897959,4,98,80,3,0,12,60,8.0,0.973745763,91.0,65.0,14.0,0.0,6.0,37.0,10.0,1,1
38,4SZGM_E5cLI,1,1,1,12.75427019,7,184,125,4,0,30,156,37.0,0.928318518,632.0,215.0,122.0,0.0,34.0,50.0,4.0,1,1
39,M2GpXdOabZI,1,1,1,11.38935484,2,31,30,1,0,2,154,37.0,0.963256523,593.0,254.0,100.0,0.0,31.0,9.0,1.0,1,1
40,B2qd4lLUHKQ,1,1,1,37.26910714,1,56,36,2,0,5,331,33.0,0.939145301,667.0,249.0,83.0,0.0,35.0,19.0,108.0,1,1
41,1NIhv6fCqAU,1,1,1,11.63764706,2,51,43,1,0,10,289,2.0,0.27850312,4.0,4.0,0.0,0.0,0.0,44.0,5.0,1,1
42,qSpAF-JUKEA,1,1,1,12.52887097,4,62,56,3,1,7,345,17.0,0.941007093,285.0,133.0,41.0,0.0,16.0,6.0,8.0,0,1
43,BftwyUs58JU,1,1,1,18.21454545,11,285,164,9,0,27,231,12.0,0.97199738,176.0,86.0,36.0,0.0,12.0,14.0,13.0,1,1
44,jxbbBmbvu7I,1,1,1,14.88685279,10,197,139,3,0,27,356,5.0,0.976387077,62.0,48.0,9.0,0.0,3.0,64.0,8.0,1,1
45,wDwM3N1iuWk,1,1,1,6.808461538,1,13,13,1,0,2,352,42.0,0.953534812,553.0,220.0,84.0,0.0,36.0,38.0,28.0,1,1
46,28oRB1LWWEw,1,1,1,18.2843617,5,94,77,2,0,11,209,3.0,0.930569718,25.0,19.0,5.0,0.0,0.0,50.0,5.0,1,1
47,C3AQIfgthh4,1,1,1,12.09941176,6,153,108,5,0,24,148,31.0,0.949932538,420.0,183.0,67.0,0.0,33.0,4.0,15.0,1,1
48,IIyMmg5e2qI,1,1,1,12.72759347,26,537,266,11,0,66,233,29.0,0.928243682,381.0,190.0,61.0,0.0,15.0,57.0,32.0,1,1
49,0f3p9SV1cH4,1,1,1,9.383170732,2,41,39,3,0,7,315,9.0,0.967403293,98.0,64.0,16.0,0.0,3.0,42.0,29.0,1,1
50,rJiD9C3k__c,1,1,1,35.63971429,1,70,56,3,0,7,106,41.0,0.942703331,607.0,247.0,85.0,0.0,26.0,10.0,9.0,1,1
51,dYHVGtMrwF4,1,1,1,11.40379143,24,533,292,5,0,88,200,65.0,0.804167625,491.0,127.0,106.0,0.0,34.0,36.0,49.0,0,1
52,pAb0Odjj5xE,1,1,1,16.09063218,3,58,47,3,0,7,271,2.0,0.960673731,6.0,6.0,0.0,0.0,0.0,44.0,13.0,1,1
53,mWm4ypCyFxQ,1,1,1,102.33195,1,200,104,8,0,33,225,34.0,0.93363746,279.0,121.0,58.0,0.0,5.0,2.0,1.0,1,1
54,c9LwwQK5588,1,1,1,18.66710331,14,289,173,8,0,24,358,62.0,0.969197071,921.0,339.0,135.0,0.0,43.0,48.0,34.0,1,1
55,Mko250V6PYI,1,1,1,12.49507347,26,534,254,10,0,81,201,20.0,0.950374416,334.0,171.0,46.0,0.0,19.0,26.0,1.0,1,1
56,qn2dhw0NJxo,1,1,1,14.55291667,27,576,311,11,0,74,254,19.0,0.968866438,280.0,127.0,42.0,0.0,17.0,5.0,2.0,1,1
57,3e68SzKBiqM,1,1,1,10.82925926,9,162,120,2,0,15,331,24.0,0.974627217,363.0,157.0,66.0,0.0,14.0,22.0,19.0,0,0
58,V2XXfiESQBg,1,1,1,8.74625,3,48,38,1,0,5,178,49.0,0.9157408831152817,600.0,251.0,78.0,0.0,24.0,21.0,36.0,1,1
59,wn0sB1rDNIc,1,1,1,30.72146399,7,363,245,5,0,25,289,5.0,0.88763743,85.0,61.0,16.0,0.0,5.0,39.0,33.0,1,1
60,#NAME?,1,1,1,24.7431383,4,188,116,3,0,14,188,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,25.890566037735848,17.417924528301885,0,1
61,ZvLN2fEMYzc,1,1,1,11.03113107,9,167,111,3,0,25,271,45.0,0.90810883,668.0,275.0,81.0,0.0,34.0,5.0,3.0,1,1
62,FsNKyKS7M_s,1,1,1,20.91026087,5,115,89,3,0,10,328,26.0,0.774291119,237.0,132.0,32.0,1.0,12.0,22.0,3.0,0,1
63,cy2uPRdY6JY,1,1,1,10.81963415,41,492,316,5,0,32,226,3.0,0.947499833,36.0,33.0,5.0,0.0,2.0,42.0,35.0,1,1
64,dQXKNXz_ZCg,1,1,1,17.0542803,3,88,73,2,0,5,292,2.0,0.758523067,19.0,19.0,4.0,0.0,0.0,78.0,81.0,1,1
65,SuFVVCvancY,1,1,1,15.71944923,9,232,154,4,0,27,283,15.0,0.961771607,232.0,122.0,42.0,0.0,10.0,2.0,3.0,1,1
66,boUkQ7T1pus,1,1,1,11.24789116,3,49,36,3,0,4,121,5.0,0.968981802,65.0,52.0,9.0,0.0,5.0,38.0,3.0,1,1
67,EOAsKePIbYU,1,1,1,29.02576923,1,52,41,2,0,6,197,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,10.0,6.0,1,1
68,Ji7n59Tiwwo,1,1,1,15.96048718,6,130,108,3,0,8,323,58.0,0.972848192,840.0,290.0,159.0,0.0,39.0,60.0,37.0,0,0
69,CRCLSs-Lh0U,1,1,0,32.14529412,1,51,35,1,0,0,328,10.0,0.787065196,75.0,51.0,16.0,0.0,2.0,2.0,1.0,1,1
70,16LB2VRUjP0,1,1,1,14.45308271,7,133,99,4,0,10,253,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,73.0,62.0,1,0
71,DoC21ItfQbM,1,1,1,12.07894434,25,521,282,6,0,65,275,9.0,0.740943402,80.0,57.0,9.0,0.0,6.0,2.0,1.0,0,1
72,Nw9yN_83uZ8,1,1,1,20.03727273,2,22,22,0,0,1,151,55.0,0.88970232,795.0,303.0,126.0,0.0,43.0,76.0,30.0,0,0
73,SF7vOJjMEws,1,1,0,26.17684932,2,73,59,3,0,6,283,3.0,0.965087444,31.0,28.0,6.0,0.0,2.0,9.0,7.0,1,1
74,-6hDAzlQJsY,1,1,1,8.8,2,33,30,2,0,5,104,8.0,0.950481474,101.0,72.0,14.0,0.0,3.0,11.0,2.0,1,1
75,rc4ukEnN0OA,1,1,1,16.0918469,28,753,362,11,0,135,238,49.0,0.969693279,757.0,303.0,92.0,0.0,34.0,25.890566037735848,17.417924528301885,1,1
76,9V6SH5ySg0o,1,1,1,30.4071238,9,508,315,9,0,63,356,16.0,0.701759644,77.0,45.0,17.0,0.0,0.0,1.0,1.0,0,1
77,QZu4UYrqoUE,1,1,1,19.004,6,180,129,3,0,21,202,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,12.0,14.0,1,1
78,ozbNW8-ZLm4,1,1,1,10.29744891,40,685,323,10,0,98,336,33.0,0.944727165,645.0,231.0,106.0,0.0,46.0,5.0,2.0,1,1
79,vlZOAAqtibY,1,1,1,10.60781224,28,509,293,6,0,53,208,7.0,0.941123835,88.0,59.0,19.0,0.0,4.0,34.0,4.0,1,1
80,2RzsBQFdw3w,1,1,1,14.58622642,5,106,78,5,0,13,234,14.0,0.942429535,232.0,124.0,38.0,0.0,9.0,22.0,1.0,1,0
81,bPjR9kQ1ZCc,1,1,1,13.80589744,9,156,113,3,0,18,327,54.0,0.953395143,1102.0,362.0,166.0,0.0,64.0,36.0,49.0,0,0
82,xrosgdg8FGw,1,1,1,16.38610335,8,179,118,3,0,20,139,15.0,0.9157408831152817,277.0,137.0,48.0,0.0,17.0,34.0,12.0,0,1
83,UiJOohm2sp0,1,1,1,10.66296943,25,458,250,8,0,45,144,10.0,0.845686416,70.0,45.0,15.0,0.0,1.0,39.0,9.0,1,1
84,92dxKiti9hU,1,1,1,37.22879576,6,346,190,5,0,27,94,61.0,0.9157408831152817,829.0,270.0,168.0,0.0,41.0,52.0,17.0,1,1
85,yriA7snxf18,1,1,1,13.65202198,14,260,159,6,0,32,108,15.0,0.9157408831152817,113.0,78.0,15.0,0.0,1.0,2.0,2.0,1,1
86,X1meFFqN04U,1,1,1,20.50026316,1,38,33,3,0,2,82,14.0,0.9157408831152817,280.0,134.0,45.0,0.0,9.0,29.0,30.0,1,1
87,E3pSKea_6fA,1,1,1,17.51867072,13,342,179,9,0,62,128,36.0,0.9157408831152817,588.0,255.0,57.0,0.0,40.0,7.0,10.0,1,1
88,fT9GerQ7AuM,1,1,1,20.73467742,6,186,115,3,0,18,317,8.0,0.9157408831152817,239.0,125.0,43.0,0.0,16.0,26.0,6.0,0,1
89,fTstVBFBXfw,1,1,1,24.29127273,5,220,153,4,0,32,282,5.0,0.568122476,41.0,32.0,6.0,0.0,1.0,1.0,1.0,1,1
90,F7StGoDvPG8,1,1,1,31.73666667,5,270,164,5,0,33,286,59.0,0.97383968,902.0,336.0,117.0,0.0,56.0,40.0,53.0,1,1
91,XcGCb1LIyeQ,1,1,1,6.12,1,8,8,1,0,1,104,16.0,0.897011578,148.0,84.0,24.0,0.0,3.0,37.0,9.0,1,0
92,8r0e8WBBg6o,1,1,0,9.525769231,2,26,23,1,0,3,216,5.0,0.622077145,9.0,8.0,0.0,0.0,0.0,45.0,8.0,1,1
93,d41ttKFOuKo,1,1,1,8.963406569,29,463,254,8,0,44,147,13.0,0.9157408831152817,248.0,119.0,40.0,0.0,11.0,15.0,2.0,1,1
94,XmYrJ0s7QQU,1,1,1,11.36597603,32,584,328,9,0,70,312,31.0,0.961094916,550.0,244.0,86.0,0.0,35.0,13.0,8.0,1,1
95,aUdfpZdmT-Q,1,1,1,29.53424242,2,99,78,2,0,7,316,19.0,0.930087082,296.0,156.0,42.0,0.0,13.0,50.0,6.0,0,1
96,_8-elEw7tZM,1,1,1,9.909153543,32,508,271,7,0,56,299,23.0,0.949299046,390.0,198.0,51.0,0.0,26.0,24.0,50.0,1,1
97,bEP0Wz3kVqU,1,1,1,14.18512098,19,422,183,12,1,68,192,20.0,0.9157408831152817,387.0,193.0,56.0,0.0,19.0,41.0,20.0,0,1
98,2RRsOqinpkU,1,1,1,14.79454545,2,33,33,2,0,6,187,40.0,0.946841657,600.0,215.0,89.0,0.0,30.0,10.0,9.0,1,1
99,2vqUozfh8yE,1,1,1,11.63411765,2,17,17,0,0,1,78,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,25.890566037735848,17.417924528301885,0,1
100,N4diCnJhdeU,1,1,1,34.04246544,7,434,234,7,0,37,283,44.0,0.9157408831152817,724.0,277.0,108.0,0.0,44.0,10.0,10.0,1,1
101,K-xDHNB8eBg,1,1,1,20.76904762,3,63,52,2,0,4,208,38.0,0.9157408831152817,619.0,270.0,85.0,0.0,37.0,59.0,39.0,1,1
102,7XAX9JU287g,1,1,0,9.765,1,20,18,1,0,2,68,47.0,0.950617939,878.0,276.0,140.0,0.0,56.0,19.0,4.0,1,1
103,FqVFAIP6kFI,1,1,1,10.95188655,24,451,247,6,0,38,167,30.0,0.9157408831152817,349.0,161.0,50.0,0.0,12.0,33.0,24.0,1,1
104,IoiTgPuYZbg,1,1,1,13.33,1,13,13,1,0,2,343,26.0,0.958908916,470.0,197.0,59.0,0.0,30.0,2.0,3.0,1,1
105,g5QNlW9uvz0,1,1,1,10.5111749,7,107,73,3,0,16,198,28.0,0.960388228,593.0,236.0,98.0,0.0,40.0,34.0,25.0,1,1
106,oyetHtHIWx8,1,1,1,10.4789744,41,605,327,10,1,71,315,4.0,0.948277697,86.0,51.0,12.0,0.0,5.0,64.0,41.0,1,1
107,YzrHHTTkLTc,1,1,1,14.10333333,2,27,23,3,0,2,210,33.0,0.972980618,438.0,186.0,65.0,1.0,27.0,16.0,2.0,1,1
108,qPasI9VjI1s,1,1,1,15.31472222,4,108,79,2,0,13,233,2.0,0.938551737,19.0,18.0,3.0,0.0,1.0,21.0,12.0,1,1
109,RBaDYCJ-QOc,1,1,1,10.02551869,28,493,282,8,0,58,164,8.0,0.964792569,105.0,66.0,18.0,0.0,6.0,8.0,9.0,1,1
110,dBW1FNpF07E,1,1,1,19.12,2,68,48,2,0,5,67,53.0,0.948112816,699.0,300.0,81.0,0.0,30.0,27.0,10.0,1,1
111,GyPsBFqnOG0,1,1,1,26.79803571,5,168,92,3,0,16,244,75.0,0.9157408831152817,1220.0,339.0,190.0,0.0,73.0,7.0,1.0,1,1
112,c5uDE2vmZR8,1,0,1,0.0,0,0,0,0,0,0,63,26.0,0.719001786,214.0,125.0,39.0,0.0,1.0,4.0,1.0,0,1
113,QQWTSa9vT7E,1,1,1,10.7989593,29,499,281,6,0,40,71,23.0,0.9157408831152817,481.0,228.0,60.0,0.0,33.0,37.0,44.0,1,1
114,bCpT4IA0-G8,1,1,1,18.50694505,7,130,90,4,0,11,94,25.0,0.9157408831152817,296.0,148.0,42.0,0.0,22.0,20.0,5.0,1,0
115,4EnhKEeZ928,1,1,0,11.03607143,7,168,124,5,0,20,86,1.0,0.9157408831152817,0.0,0.0,0.0,0.0,0.0,13.0,8.0,1,1
116,pkluJeHESAk,1,1,0,15.45487469,21,342,201,3,0,43,308,15.0,0.9157408831152817,266.0,148.0,33.0,0.0,10.0,8.0,1.0,1,1
117,7PBYGu4Az8s,1,1,1,84.20047333,3,500,324,9,0,62,174,38.0,0.959417081,509.0,217.0,60.0,1.0,21.0,10.0,2.0,1,1
118,oM3YfekC61M,1,0,0,0.0,0,0,0,0,0,0,252,34.0,0.964238981,438.0,186.0,51.0,0.0,34.0,39.0,2.0,1,1
119,4-H4Q8iQYD0,1,1,1,21.83921965,4,173,91,2,0,5,309,53.0,0.9157408831152817,851.0,272.0,157.0,0.0,57.0,5.0,8.0,0,0
120,SqbMNREZG2U,1,0,0,0.0,0,0,0,0,0,0,61,52.0,0.938868195,789.0,312.0,109.0,0.0,46.0,19.0,24.0,1,1
121,YDUVjz2nVUo,1,1,1,19.24822222,9,270,141,5,0,24,326,10.0,0.682829711,35.0,26.0,2.0,0.0,0.0,26.0,103.0,1,1
122,jwGS75CnlOo,1,1,1,19.64568345,5,139,91,2,0,10,135,2.0,0.950376877,5.0,5.0,0.0,0.0,0.0,26.0,1.0,1,1
123,W1xwhaNyHXQ,1,1,1,17.61872439,15,358,208,4,0,35,270,20.0,0.965276837,301.0,153.0,37.0,0.0,19.0,5.0,10.0,1,1
124,Tb1O8czdAx0,1,1,1,13.43495495,9,222,148,5,0,30,359,45.0,0.966778775,800.0,296.0,143.0,0.0,52.0,34.0,38.0,1,1
125,CyEGCzNTNjI,1,1,1,9.723569908,39,530,305,9,0,72,285,33.0,0.967008203,448.0,200.0,49.0,0.0,26.0,38.0,42.0,1,1
126,UKxfkCSiEIw,1,1,1,9.612857143,2,21,21,0,0,2,271,29.0,0.949978255,475.0,220.0,41.0,0.0,33.0,17.0,3.0,1,1
127,Z-Jf4Kw7owY,1,1,1,15.08,2,33,28,3,0,1,216,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,73.0,110.0,0,1
128,SP3X-_i7LLc,1,1,1,37.45413793,6,348,191,5,0,27,71,37.0,0.963002712,516.0,190.0,86.0,0.0,34.0,20.0,7.0,1,1
129,xushFVa3jL0,1,1,1,16.45293706,5,143,100,7,0,17,255,33.0,0.9157408831152817,425.0,213.0,79.0,0.0,26.0,9.0,4.0,1,1
130,mqUNB-dkCyc,1,1,1,10.33738916,7,87,65,3,0,8,155,29.0,0.9157408831152817,489.0,209.0,91.0,0.0,24.0,32.0,58.0,1,1
131,TQ85DQ_MqWA,1,1,1,9.944883721,5,129,81,6,0,24,231,32.0,0.9157408831152817,543.0,189.0,73.0,0.0,33.0,16.0,16.0,1,1
132,YSik5lUmBGE,1,1,1,15.96888889,2,54,46,3,0,5,257,38.0,0.902294631,510.0,231.0,67.0,0.0,23.0,41.0,13.0,1,1
133,KMrBpj2nx4Y,1,1,1,4.614,2,15,13,0,0,3,153,8.0,0.964239379,88.0,60.0,10.0,0.0,5.0,39.0,2.0,1,1
134,53FgitG2jl4,1,1,1,24.24493506,6,231,145,4,0,19,286,8.0,0.889188441,69.0,52.0,9.0,0.0,4.0,41.0,7.0,1,1
135,kI6FITZycek,1,1,1,14.77428571,1,28,26,1,0,3,135,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,2.0,2.0,0,1
136,a_1MEm3vJs4,1,1,1,18.2975,2,60,48,2,0,8,296,20.0,0.93623051,325.0,183.0,54.0,0.0,24.0,48.0,23.0,0,1
137,NXS4DBBhHlU,1,1,0,7.666666667,1,9,9,2,0,0,307,9.0,0.932180643,143.0,88.0,17.0,0.0,11.0,10.0,13.0,1,1
138,K1v4wmKuPVk,1,1,1,16.13187978,15,305,187,4,0,24,150,45.0,0.9157408831152817,928.0,318.0,137.0,0.0,61.0,7.0,4.0,1,1
139,NDmrNp8EF1M,1,1,1,10.43705882,2,51,40,2,0,8,269,5.0,0.961646736,80.0,59.0,8.0,0.0,3.0,28.0,4.0,1,1
140,AdG2EEKZ_f0,1,1,1,9.642601626,3,41,33,1,0,5,149,16.0,0.9157408831152817,239.0,123.0,31.0,0.0,26.0,27.0,6.0,1,0
141,I7txsS7TPTY,1,1,1,39.60039216,2,153,92,4,0,17,60,7.0,0.966491163,153.0,98.0,28.0,0.0,11.0,6.0,1.0,1,0
142,ZVJNthm7nKI,1,1,0,13.64689655,6,87,71,3,0,13,281,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,29.0,29.0,0,1
143,tPE66_w7uR4,1,1,1,29.72232456,3,76,63,3,0,9,139,45.0,0.9157408831152817,924.0,318.0,159.0,0.0,64.0,43.0,6.0,1,1
144,oDOVXww7sSE,1,1,1,13.33409091,1,22,21,2,0,5,159,38.0,0.970108767,576.0,252.0,103.0,0.0,29.0,60.0,17.0,1,1
145,SPVgzVshNKk,1,1,1,17.6447619,3,77,65,7,0,4,232,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,1.0,1.0,1,1
146,PBB4SHQHTbY,1,1,1,12.591,2,40,32,2,0,4,260,7.0,0.959702528,71.0,52.0,9.0,0.0,1.0,24.0,8.0,1,1
147,7UgzlFkItjk,1,1,1,11.5125,2,36,31,2,0,7,88,18.0,0.950738966,265.0,145.0,41.0,0.0,14.0,49.0,18.0,0,1
148,VbwRYFMPZS4,1,1,1,13.207,6,150,88,4,0,14,238,36.0,0.9157408831152817,671.0,284.0,113.0,0.0,31.0,24.0,20.0,1,0
149,eRfMbfyJCjA,1,1,1,19.88914286,2,70,59,3,0,7,70,26.0,0.9157408831152817,190.0,117.0,38.0,0.0,5.0,3.0,2.0,1,1
150,gIkzZP6fl0E,1,1,0,19.10358543,3,119,103,4,0,11,205,16.0,0.9157408831152817,265.0,134.0,42.0,0.0,14.0,12.0,14.0,0,1
151,MiK_sS-ckbU,1,1,0,-5.8,1,3,3,0,0,0,225,35.0,0.9157408831152817,435.0,162.0,76.0,0.0,36.0,23.0,1.0,0,1
152,dyDdfchb990,1,1,1,-2.454285714,1,7,7,0,0,0,192,3.0,0.9157408831152817,4.0,4.0,0.0,0.0,0.0,15.0,1.0,0,1
153,TOcIXRGxtfE,1,1,0,15.393,1,30,23,1,0,3,284,2.0,0.68282989,5.0,5.0,1.0,0.0,0.0,26.0,103.0,1,1
154,kiVaYO8gLfc,1,1,0,42.27862745,2,153,116,6,0,18,63,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,23.0,6.0,1,1
155,oFCn2usMKXY,1,1,0,11.3673913,3,69,59,3,0,11,218,47.0,0.9157408831152817,657.0,284.0,100.0,0.0,31.0,56.0,7.0,1,1
156,vjqIr35d8NU,1,0,0,0.0,0,0,0,0,0,0,67,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,7.0,18.0,0,1
157,WnttMzrbm90,1,1,0,49.98741935,2,186,145,5,0,24,239,47.0,0.9157408831152817,954.0,308.0,193.0,0.0,56.0,7.0,1.0,1,1
158,Xd801pb8rSE,1,1,0,27.54385057,3,116,90,2,0,8,246,32.0,0.9157408831152817,430.0,211.0,67.0,0.0,21.0,62.0,43.0,0,0
159,rPnYsnaU9m4,1,1,1,1.457894737,5,38,34,4,0,9,178,31.0,0.9157408831152817,502.0,201.0,73.0,0.0,40.0,21.0,26.0,1,1
160,SykJhDLaxco,1,1,0,0.91,1,7,7,0,0,0,274,2.0,0.27850312,4.0,4.0,0.0,0.0,0.0,44.0,5.0,1,1
161,W6qjGHEH7OI,1,0,1,0.0,0,0,0,0,0,0,130,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,10.0,4.0,0,1
162,bDIlA5dm6Ys,1,0,0,0.0,0,0,0,0,0,0,76,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,8.0,14.0,0,1
